key,title,doi,status,matched_file,abstract_preview
APF8B4HE,A Machine Learning based Channel Modeling for High-speed Serial Link,10.1109/ICCC51575.2020.9345183,updated,IEEE2020_Machine_Learning_based_Channel_Modeling.md,"In high-speed signal transmission, a large amount of channel data is needed to optimize the serial l..."
XMFDWINJ,Peeking Into the Black Box: A Tutorial on Automated Design Optimization and Parameter Search,10.1109/MSSC.2019.2939336,updated,IEEE2019_Peeking_Into_the_Black_Box.md,Automated optimization algorithms are extensively used to search for optimal design parameters in ap...
QUPIKNJ5,A methodology to design broadband matching networks for continuum mode PAs,10.1109/APMC46564.2019.9038325,updated,IEEE2019_methodology_to_design_broadband_matching.md,We demonstrate a methodology to simultaneously find the optimal impedances in the design space of co...
4B9AQME2,System Level Efficiency Analysis for Regulated RF Near Field Coupling,10.1109/WPT.2018.8639293,updated,IEEE2018_System_Level_Efficiency_Analysis_for.md,RF near field coupling systems offer the potential for very small coil area with high efficiency. Ho...
UQR78XZ3,Balancing Accuracy and Deployability: Machine Learning Approaches for Leakage Power Prediction in Analog Circuits,10.1109/EIT67313.2025.11231977,updated,EIT2025_Balancing_Accuracy_and_Deployability_Machine.md,"With the continuous advancement of semiconductor technology, static leakage current has become an in..."
DZTM34SB,Analysis and Optimization of an Analog MOSFET with a Slit Well at Channel Center Towards Higher Output Resistance,10.1109/ESSDERC55479.2022.9947095,updated,ESSDERC2022_Analysis_and_Optimization_of_an.md,This paper reports on a novel approach to improve and optimize an output resistance (Rout) which is ...
EI672F73,Variation-aware Analog Circuit Sizing with Classifier Chains,10.1109/mlcad52597.2021.9531273,updated,ACM2021_Variation_aware_Analog_Circuit_Sizing_with.md,"In this work, a simulation-based optimization framework is proposed that determines the sizing of co..."
TIRFVA4S,Transistor-Level A2 Trojan Anomaly Detection Method,10.1109/EEISS65394.2025.11086025,updated,EEISS2025_Transistor_Level_A2_Trojan_Anomaly_Detection.md,As the complexity of integrated circuit (IC) design continues to increase and manufacturing becomes ...
FIGTNTZG,Variation-aware Analog Circuit Sizing with Classifier Chains,10.1109/MLCAD52597.2021.9531273,updated,ACM2021_Variation_aware_Analog_Circuit_Sizing_with.md,"In this work, a simulation-based optimization framework is proposed that determines the sizing of co..."
B8UMSEV9,Static Leakage Prediction and Analysis in CMOS Logic Gates Based on Machine Learning,10.1109/EIECS67708.2025.11283295,updated,EIECS2025_Static_Leakage_Prediction_and_Analysis.md,This paper generates a class of machine learning models for accurately and rapidly predicting the to...
CRB7D429,Machine Learning-Based Leakage Prediction in Analog Logic Gates under PVT Variations,10.1109/EEICE65049.2025.11034282,updated,EEICE2025_Machine_Learning_Based_Leakage_Prediction_in.md,Traditional SPICE-based simulations are accurate but computationally expensive for modeling leakage ...
PGTDCPVP,Reinforcement-Learning-Based Successive Approximation Algorithm,10.1109/ISCAS58744.2024.10558578,updated,IEEE2024_Reinforcement_Learning_Based_Successive.md,This paper presents a new approach to analog-to-digital converter (ADC) for low to medium-activity s...
GJHC3UZ6,Machine Learning Based Parameters Estimation for Electrical Circuits and Semiconductor Device Models,10.1109/ECCE-Europe62795.2025.11238507,updated,ECCE2025_Machine_Learning_Based_Parameters_Estimation.md,This paper presents a backpropagation-based technique to optimally identify/estimate the parameters ...
GQDUCCD3,AI-Driven Multi-Level Delta-Sigma Modulator for Software Defined Radios in 6G,10.1109/ETECOM66111.2025.11319017,updated,IEEE2025_AI_Driven_Multi_Level_Delta_Sigma_Modulator_for.md,This paper presents an AI-driven multi-level Delta-Sigma Modulator (DSM) for Software Defined Radios...
MI9T4A75,Optimizing Analog Circuit Design: Predicting Static Leakage Power with Machine Learning Models,10.1109/EEI67650.2025.11334985,updated,EEI2025_Optimizing_Analog_Circuit_Design_Predicting.md,"As CMOS technologies enter the nanometer regime, static leakage power has become a central challenge..."
CTRN4ICK,Development of AI-Based Simulation Circuit Design and Assistance Systems,10.1109/ICCASIT62299.2024.10828016,updated,IEEE2024_Development_of_AI_Based_Simulation_Circuit.md,Artificial intelligence (AI) algorithms have vast application prospects in the field of analog circu...
GPT63D6B,Data Driven Simulation of Semiconductor Optical Amplifiers by Means of bi-LSTM and Transformer Machine Learning Models,10.1109/CLEO/Europe-EQEC65582.2025.11109301,updated,CLEO2025_Data_Driven_Simulation_of_Semiconductor.md,The recent growth of cloud-computing exponentially increased the datacenter traffic demand. New data...
VDSMZJ7X,Trans-Net: Knowledge-Transferring Analog Circuit Optimizer with a Netlist-Based Circuit Representation,10.23919/DATE58400.2024.10546835,updated,DATE2024_Trans_Net_Knowledge_Transferring_Analog_Circuit.md,Finding an optimal point in the design space of analog circuits requires a substantial time-consumin...
F9NN76WZ,Designer-like Automated Circuit Sizing for Multiloop LDO,10.1109/CAS59036.2023.10303725,updated,CAS2023_Designer_like_Automated_Circuit_Sizing_for.md,Manual circuit sizing is an iterative process that negatively impacts the productivity and work sati...
R29IFZ6X,Design Close to the Edge for Advanced Technology using Machine Learning and Brain-Inspired Algorithms,10.1109/ASP-DAC52403.2022.9712493,updated,ASP2022_Design_Close_to_the_Edge.md,"In advanced technology nodes, transistor performance is increasingly impacted by different types of ..."
GDW8HBF7,Multi-Objective Optimization Algorithms for Automated Circuit Sizing of Analog/ Mixed-Signal Circuits,10.1109/CAS52836.2021.9604128,updated,CAS2021_Multi_Objective_Optimization_Algorithms_for.md,Manual circuit design involves a time-consuming sizing task that diverts the highly skilled analog d...
H5S3ZDFZ,Capacitance Extraction and Power Grid Analysis Using Statistical and AI Methods,10.1109/ASP-DAC47756.2020.9045462,updated,ASP2020_Capacitance_Extraction_and_Power_Grid.md,Capacitance extraction and power grid (PG) analysis for IC design involve large-scale numerical simu...
Q3PH46EA,AI-driven circuit simulation and optimization,10.1049/icp.2024.4051,updated,EEIC2024_AI_driven_circuit_simulation_and_optimization.md,"AI-driven circuit simulation and optimization have revolutionized electrical engineering, offering u..."
5XABX9WQ,FIST: A Feature-Importance Sampling and Tree-Based Method for Automatic Design Flow Parameter Tuning,10.1109/ASP-DAC47756.2020.9045201,updated,ASP2020_FIST_A_Feature_Importance_Sampling_and.md,Design flow parameters are of utmost importance to chip design quality and require a painfully long ...
JFJXAIBE,Enhancing Noise Immunity in Mixed-Signal Circuits for Biomedical Applications,10.1109/IETACS68750.2025.11385676,updated,AI2025_Enhancing_Noise_Immunity_in_Mixed_Signal.md,The other important elements of biomedical applications are mixed-signal integrated circuits; these ...
VKHHITSD,Learning-based prediction of package power delivery network quality,10.1145/3287624.3287689,updated,ASP2019_Learning_Based_Prediction_of_Package_Power.md,Power Delivery Network (PDN) is a critical component in modern System-on-Chip (SoC) designs. With th...
2SNMPZZS,HR<sup>2</sup> : A PVT Aware Hierarchical RL Based Sizing Framework for Robust Analog Circuit Design,10.1109/MLCAD65511.2025.11189231,updated,ACM2025_HR2_A_PVT_Aware_Hierarchical.md,"As CMOS technology continues to scale, designing integrated circuits that meet performance requireme..."
5VIHCRPK,Spectral Probability Distribution of Crosstalk in Batches of Mixed Signal Circuits and an AI Design Tool,10.1109/AE66163.2025.11197834,updated,AE2025_Spectral_Probability_Distribution_of_Crosstalk.md,"We analyze the conjoint effects of the wiring (PCB), of the perturbation generators on the crosstalk..."
T46IRP5N,RobustAnalog: Fast Variation-Aware Analog Circuit Design Via Multi-task RL,10.1109/MLCAD55463.2022.9900079,updated,ACM2022_RobustAnalog_Fast_Variation_Aware_Analog_Circuit.md,Analog/mixed-signal circuit design is one of the most complex and time-consuming stages in the whole...
CKTXEBWV,Neural Architecture Search for Highly Bespoke Robust Printed Neuromorphic Circuits,10.1145/3676536.3676812,updated,ACM2024_Neural_Architecture_Search_for_Highly.md,"The market demand for next-generation flexible electronics is experiencing a significant upsurge, pa..."
9R8RJN8N,EMGraph: Fast Learning-Based Electromigration Analysis for Multi-Segment Interconnect Using Graph Convolution Networks,10.1109/DAC18074.2021.9586239,updated,ACM2021_EMGraph_Fast_Learning_Based_Electromigration.md,Electromigration (EM) becomes a major concern for VLSI circuits as the technology advances in the na...
K672M82V,"ML for Analog Design: Good Progress, But More to Do",10.1109/MLCAD55463.2022.9900080,updated,ACM2022_ML_for_Analog_Design_Good.md,Analog and mixed-signal (AMS) blocks are often critical and time-consuming part of System-on-Chip (S...
UNU7967A,Independent Digital Predistortion Parameters Estimation Using Adaptive Principal Component Analysis,10.1109/TMTT.2018.2870420,not_found,,
X7ST62Z4,HFMV: Hybridizing Formal Methods and Machine Learning for Verification of Analog and Mixed-Signal Circuits,10.1109/DAC.2018.8465826,updated,ACM2018_HFMV_Hybridizing_Formal_Methods_and.md,"With increasing design complexity and robustness requirement, analog and mixed-signal (AMS) verifica..."
S9DWP97H,RF MEMS Switch Design Methodology by Electromagnetic Simulations and Machine Learning,10.23919/EuMC54642.2022.9924321,updated,20222022_RF_MEMS_Switch_Design_Methodology.md,Design optimization is a fundamental task underpinning the remarkable microwave response of Radio Fr...
XWCDXVUJ,INVITED: Reducing Time and Effort in IC Implementation: A Roadmap of Challenges and Solutions,10.1109/DAC.2018.8465871,not_found,,
6DAMSPUU,Feedback-Driven Differential Evolution Model for Device Sizing Optimization in Analog Circuit Design,10.1109/ACCESS.2026.3676156,not_found,,
A6NT7AQU,A Neuro-Space Mapping Method for Harmonic Interference Prediction of SOIFET Radio Frequency Switches,10.1109/TEMC.2022.3170624,updated,IEEE2022_Neuro_Space_Mapping_Method_for_Harmonic.md,"With the rapid development of wireless communication, the requirements of high-integration and low-c..."
KNECQA3X,Parameters Extraction for Equivalent Circuit Model Based on Artificial Intelligence,10.1109/COMPEM.2019.8779062,updated,IEEE2019_Parameters_Extraction_for_Equivalent_Circuit.md,"In this paper, a novel parameter extraction method for equivalent circuit based on artificial intell..."
6G223UFF,Effect of the design space sampling on the design performances,10.1109/LASCAS.2018.8399926,updated,IEEE2018_Effect_of_the_design_space.md,"In analog circuit sizing and optimization, both (meta)modeling and metaheuristic-based techniques ar..."
7XNTN2P8,Efficient Model-Free Learning to Overcome Hardware Nonidealities in Analog-to-Information Converters,10.1109/ICASSP.2018.8461811,updated,IEEE2018_Efficient_Model_Free_Learning_to_Overcome.md,This paper considers compressed sensing (CS) in the context of RF spectrum sensing and presents an e...
HRCE7PMU,Right-Angled Microcoaxial Bends for Si-Based RF/Microwave Integrated Circuits,10.1109/TCPMT.2015.2513066,updated,IEEE2016_Right_Angled_Microcoaxial_Bends_for_Si_Based.md,"This paper presents the detailed design, fabrication, and measurement of right-angled microcoaxial b..."
H2MTP3I9,Differential Amplifier Optimization using Black Widow Algorithm,10.1109/ICTEST64710.2025.11042754,updated,ICTEST2025_Differential_Amplifier_Optimization_using_Black.md,Analog circuit design is a complex task that often involves optimizing multiple conflicting objectiv...
ZB5MS5F9,cktFormer: Transformer-Based Approach for Automated Analog Circuit Design,10.1109/IECON58223.2025.11221564,updated,IECON2025_cktFormer_Transformer_Based_Approach_for.md,Circuit design is a complex and iterative process that requires expertise in electronic engineering....
Z4TSMNZR,Comparative Analysis of PAPR Reduction Method using Windowing Technique and Digital Predistortion Technique for OFDM Systems,10.1109/ICRASET63057.2024.10895637,updated,ICRASET2024_Comparative_Analysis_of_PAPR_Reduction.md,Digital transmission known as orthogonal frequency division multiplexing (OFDM) is primarily employe...
5C86X8QG,Utilizing Analog Circuits by Neural-Network based Multi-Layer-Perceptron,10.1109/ICSES52305.2021.9633958,updated,ICSES2021_Utilizing_Analog_Circuits_by_Neural_Network.md,This manuscript presents an artificial-neural-network based programmable-neuron for implementation o...
ZR7NKEKC,Sensitivity Analysis of Process Parameters Based on Adjoint Partial Derivative Network,10.1109/ICEPT56209.2022.9873118,updated,ICEPT2022_Sensitivity_Analysis_of_Process_Parameters.md,"With the development of RF microwave system to modularization, miniaturization and high frequency, t..."
XWH6EQ3Q,Stage Delay Calculation Method Considering Effective Capacitance,10.1109/ICET61945.2024.10673389,updated,ICET2024_Stage_Delay_Calculation_Method_Considering.md,"A key part of a static timing tool is its delay calculation engine-responsible for computing delay, ..."
G5GF2ADM,Fault Diagnosis in Advanced Analog Building Blocks Using Ensemble Stacking Technique,10.1109/ICECSP61809.2024.10698124,updated,ICECSP2024_Fault_Diagnosis_in_Advanced_Analog.md,Detecting faults in large integrated electronic building blocks is challenging due to the intricate ...
G9IEAAE9,FinFETs for RF Applications: A Literature review,10.1109/ICEDSS.2018.8544355,updated,ICEDSS2018_FinFETs_for_RF_Applications_A.md,Recent studies on FinFET pointed out the advantage of immunity from short channel effects (SCEs) and...
